Regional Economy,Statistic,Value,Footnote,Year,Unit of Measure,Sustainable Development Goal,ADB Economy Code
"Hong Kong, China","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,HKG
India,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",70,,2022,%,6.2.1b,IND
Indonesia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",76,,2022,%,6.2.1b,INO
Kazakhstan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",99,,2019,%,6.2.1b,KAZ
Kiribati,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",51,,2022,%,6.2.1b,KIR
"Korea, Republic of","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,KOR
Kyrgyz Republic,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",100,,2022,%,6.2.1b,KGZ
Lao People's Democratic Republic,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",46,,2021,%,6.2.1b,LAO
Malaysia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,MAL
Maldives,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",95,,2021,%,6.2.1b,MLD
Marshall Islands,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",80,,2021,%,6.2.1b,RMI
"Micronesia, Federated States of","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,FSM
Mongolia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",81,,2022,%,6.2.1b,MON
Myanmar,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",71,,2022,%,6.2.1b,MYA
Nauru,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,NAU
Nepal,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",60,,2022,%,6.2.1b,NEP
Niue,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,NIU
Pakistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",80,,2022,%,6.2.1b,PAK
Palau,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,PAL
Papua New Guinea,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",25,,2022,%,6.2.1b,PNG
Philippines,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",79,,2022,%,6.2.1b,PHI
Samoa,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",69,,2022,%,6.2.1b,SAM
Singapore,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,SIN
Solomon Islands,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",28,,2022,%,6.2.1b,SOL
Sri Lanka,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",83,,2022,%,6.2.1b,SRI
"Taipei,China","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",,,,%,6.2.1b,TAP
Tajikistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",68,,2022,%,6.2.1b,TAJ
Thailand,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",83,,2022,%,6.2.1b,THA
Timor-Leste,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",22,,2020,%,6.2.1b,TIM
Tonga,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",66,,2022,%,6.2.1b,TON
Turkmenistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",100,,2022,%,6.2.1b,TKM
Tuvalu,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",96,,2022,%,6.2.1b,TUV
Uzbekistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",75,,2022,%,6.2.1b,UZB
Vanuatu,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",75,,2022,%,6.2.1b,VAN
Viet Nam,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Rural",85,,2022,%,6.2.1b,VIE
Afghanistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",48,,2022,%,6.2.1b,AFG
Armenia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",94,,2022,%,6.2.1b,ARM
Azerbaijan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",89,,2017,%,6.2.1b,AZE
Bangladesh,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",62,,2022,%,6.2.1b,BAN
Bhutan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",93,,2022,%,6.2.1b,BHU
Brunei Darussalam,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,BRU
Cambodia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",83,,2022,%,6.2.1b,CAM
"China, People's Republic of","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",97,,2022,%,6.2.1b,PRC
Cook Islands,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,COO
Fiji,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",87,,2022,%,6.2.1b,FIJ
Georgia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",92,,2022,%,6.2.1b,GEO
"Hong Kong, China","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,HKG
India,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",76,,2022,%,6.2.1b,IND
Indonesia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",79,,2022,%,6.2.1b,INO
Kazakhstan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",99,,2019,%,6.2.1b,KAZ
Kiribati,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",56,,2022,%,6.2.1b,KIR
"Korea, Republic of","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,KOR
Kyrgyz Republic,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",100,,2022,%,6.2.1b,KGZ
Lao People's Democratic Republic,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",56,,2021,%,6.2.1b,LAO
Malaysia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,MAL
Maldives,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",96,,2021,%,6.2.1b,MLD
Marshall Islands,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",85,,2021,%,6.2.1b,RMI
"Micronesia, Federated States of","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,FSM
Mongolia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",86,,2022,%,6.2.1b,MON
Myanmar,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",75,,2022,%,6.2.1b,MYA
Nauru,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,NAU
Nepal,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",64,,2022,%,6.2.1b,NEP
Niue,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,NIU
Pakistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",85,,2022,%,6.2.1b,PAK
Palau,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,PAL
Papua New Guinea,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",30,,2022,%,6.2.1b,PNG
Philippines,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",82,,2022,%,6.2.1b,PHI
Samoa,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",72,,2022,%,6.2.1b,SAM
Singapore,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,SIN
Solomon Islands,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",39,,2019,%,6.2.1b,SOL
Sri Lanka,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",85,,2022,%,6.2.1b,SRI
"Taipei,China","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",,,,%,6.2.1b,TAP
Tajikistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",73,,2022,%,6.2.1b,TAJ
Thailand,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",85,,2022,%,6.2.1b,THA
Timor-Leste,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",28,,2020,%,6.2.1b,TIM
Tonga,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",70,,2022,%,6.2.1b,TON
Turkmenistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",100,,2022,%,6.2.1b,TKM
Tuvalu,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",94,,2022,%,6.2.1b,TUV
Uzbekistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",82,,2022,%,6.2.1b,UZB
Vanuatu,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",76,,2022,%,6.2.1b,VAN
Viet Nam,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Total",89,,2022,%,6.2.1b,VIE
Afghanistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",59,,2022,%,6.2.1b,AFG
Armenia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",97,,2022,%,6.2.1b,ARM
Azerbaijan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",91,,2017,%,6.2.1b,AZE
Bangladesh,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",68,,2022,%,6.2.1b,BAN
Bhutan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",90,,2022,%,6.2.1b,BHU
Brunei Darussalam,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,BRU
Cambodia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",88,,2022,%,6.2.1b,CAM
"China, People's Republic of","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",98,,2022,%,6.2.1b,PRC
Cook Islands,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,COO
Fiji,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",91,,2022,%,6.2.1b,FIJ
Georgia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",95,,2022,%,6.2.1b,GEO
"Hong Kong, China","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,HKG
India,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",88,,2022,%,6.2.1b,IND
Indonesia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",81,,2022,%,6.2.1b,INO
Kazakhstan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",99,,2019,%,6.2.1b,KAZ
Kiribati,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",59,,2022,%,6.2.1b,KIR
"Korea, Republic of","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,KOR
Kyrgyz Republic,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",100,,2022,%,6.2.1b,KGZ
Lao People's Democratic Republic,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",73,,2021,%,6.2.1b,LAO
Malaysia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,MAL
Maldives,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",97,,2021,%,6.2.1b,MLD
Marshall Islands,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",86,,2021,%,6.2.1b,RMI
"Micronesia, Federated States of","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,FSM
Mongolia,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",89,,2022,%,6.2.1b,MON
Myanmar,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",83,,2022,%,6.2.1b,MYA
Nauru,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,NAU
Nepal,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",75,,2022,%,6.2.1b,NEP
Niue,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,NIU
Pakistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",92,,2022,%,6.2.1b,PAK
Palau,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,PAL
Papua New Guinea,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",62,,2022,%,6.2.1b,PNG
Philippines,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",85,,2022,%,6.2.1b,PHI
Samoa,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",84,,2022,%,6.2.1b,SAM
Singapore,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,SIN
Solomon Islands,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",71,,2019,%,6.2.1b,SOL
Sri Lanka,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",93,,2022,%,6.2.1b,SRI
"Taipei,China","6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",,,,%,6.2.1b,TAP
Tajikistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",87,,2022,%,6.2.1b,TAJ
Thailand,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",87,,2022,%,6.2.1b,THA
Timor-Leste,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",43,,2020,%,6.2.1b,TIM
Tonga,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",80,,2022,%,6.2.1b,TON
Turkmenistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",100,,2022,%,6.2.1b,TKM
Tuvalu,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",93,,2022,%,6.2.1b,TUV
Uzbekistan,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",88,,2022,%,6.2.1b,UZB
Vanuatu,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",80,,2022,%,6.2.1b,VAN
Viet Nam,"6.2.1b – Proportion of Population Using a Handwashing Facility with Soap and Water, Urban",95,,2022,%,6.2.1b,VIE
Afghanistan,7.1.1 – Proportion of Population with Access to Electricity,85,,2022,%,7.1.1,AFG
Armenia,7.1.1 – Proportion of Population with Access to Electricity,100,,2022,%,7.1.1,ARM
Azerbaijan,7.1.1 – Proportion of Population with Access to Electricity,100,,2022,%,7.1.1,AZE
Bangladesh,7.1.1 – Proportion of Population with Access to Electricity,99,,2022,%,7.1.1,BAN
Bhutan,7.1.1 – Proportion of Population with Access to Electricity,100,,2022,%,7.1.1,BHU
Brunei Darussalam,7.1.1 – Proportion of Population with Access to Electricity,100,,2022,%,7.1.1,BRU
Cambodia,7.1.1 – Proportion of Population with Access to Electricity,91,,2022,%,7.1.1,CAM
"China, People's Republic of",7.1.1 – Proportion of Population with Access to Electricity,100,,2022,%,7.1.1,PRC
Cook Islands,7.1.1 – Proportion of Population with Access to Electricity,100,,2022,%,7.1.1,COO
Fiji,7.1.1 – Proportion of Population with Access to Electricity,92,,2022,%,7.1.1,FIJ
Georgia,7.1.1 – Proportion of Population with Access to Electricity,100,,2022,%,7.1.1,GEO
"Hong Kong, China",7.1.1 – Proportion of Population with Access to Electricity,100,,2022,%,7.1.1,HKG
